radius_m,manipulability,ee_x,ee_y,ee_z
0.9981,0.058754,0.3546,-0.0564,1.2751
1.0908,0.053765,0.3918,-0.4209,1.2818
0.8957,0.09159,-0.0692,0.2591,1.052
0.26,0.036703,0.4323,0.1661,0.4364
0.3119,0.048544,0.0425,0.133,0.3853
0.6643,0.06551,0.7276,0.2456,0.7311
0.3537,0.04551,0.5311,-0.2199,0.4376
0.5156,0.05158,-0.2075,-0.0521,0.273
0.9081,0.115086,0.836,-0.4013,0.8967
0.4262,0.025798,0.091,-0.1616,0.6103
0.7863,0.102562,0.1747,0.5155,0.8609
0.3731,0.055544,0.3258,-0.3439,0.4187
0.4115,0.028794,0.583,0.0262,0.5827
0.6004,0.048119,0.7225,-0.1133,0.696
0.8427,0.081728,0.9104,-0.0264,0.8657
1.0218,0.11789,-0.1273,-0.0564,1.2039
0.9027,0.079804,0.7955,-0.4576,0.8828
1.0807,0.027504,0.3694,0.6836,1.1161
0.5401,0.026533,0.409,-0.1607,0.7844
0.786,0.079334,0.4387,0.4869,0.8839
0.5149,0.03456,0.4617,0.3191,0.6542
0.8673,0.104176,0.0344,0.3991,1.0019
0.9648,0.100073,0.9314,-0.127,1.0026
0.8258,0.092206,0.4054,-0.4531,0.9619
0.875,0.098632,-0.1004,0.6652,0.6813
0.6844,0.047559,0.2204,0.6176,0.5665
0.9135,0.045417,0.177,0.24,1.1525
0.7033,0.114067,0.9523,0.1241,0.527
1.1765,0.009934,0.2622,-0.2041,1.4376
0.9985,0.071956,0.4826,0.5359,1.1049
0.9263,0.112184,0.1758,0.2201,1.1709
0.4908,0.086028,0.3238,-0.4587,0.4486
0.4149,0.016463,0.4475,0.1471,0.6417
0.9438,0.049179,-0.2191,-0.2533,1.0222
0.4397,0.113235,0.2528,-0.4297,0.2143
0.8663,0.047186,0.6506,0.4442,0.94
0.8187,0.072448,0.3159,0.5879,0.8516
1.0046,0.083213,0.5669,0.4989,1.1128
0.8553,0.061071,0.5728,0.5081,0.9153
0.5443,0.046174,0.1761,-0.3012,0.7133
0.6187,0.057589,0.0844,0.2852,0.7837
0.934,0.132055,0.6401,0.3277,1.0888
0.6364,0.06743,0.7389,-0.0449,0.7434
0.4677,0.084954,0.6586,0.222,0.493
0.3309,0.0302,0.5697,0.1253,0.4359
0.7025,0.116701,0.5734,0.5663,0.601
1.0103,0.094784,-0.1638,0.3351,1.1104
0.7161,0.048396,0.7106,-0.137,0.8536
0.824,0.106598,0.7045,-0.2743,0.9457
0.9692,0.027589,0.2434,-0.1783,1.2303
1.0559,0.074393,0.2287,0.5714,1.1659
0.3559,0.010131,0.2394,0.0992,0.616
0.5901,0.055985,0.2947,0.5048,0.5884
0.8758,0.079756,0.8296,0.6419,0.5672
1.0942,0.050474,0.5788,0.1824,1.324
0.6668,0.02951,0.3356,-0.0014,0.9461
1.05,0.036362,-0.2922,-0.436,1.0243
1.1201,0.037907,0.388,-0.2669,1.3643
0.3711,0.113462,0.5039,-0.2526,0.0971
1.06,0.041081,0.5876,0.1189,1.2949
1.1737,0.010513,0.0657,0.0759,1.4267
0.8473,0.101591,0.535,0.3026,1.0381
0.5315,0.028607,0.256,0.3001,0.7171
0.6237,0.038245,0.7276,-0.0182,0.7384
1.1307,0.03835,-0.1288,0.1316,1.3159
0.428,0.060652,0.5771,-0.2823,0.4487
1.048,0.071927,0.8818,0.1821,1.1363
0.6256,0.043329,0.3891,-0.2162,0.8604
0.7156,0.121858,0.6129,0.5806,0.5674
1.1536,0.028445,0.6815,0.0007,1.3705
0.5392,0.04542,0.6144,0.2089,0.6702
0.5635,0.023669,0.6292,-0.332,0.5979
1.0145,0.09132,0.4778,0.1475,1.2691
0.2432,0.074996,0.0812,-0.055,0.2041
0.5416,0.074692,0.1454,-0.3422,0.6665
0.9782,0.075678,0.7805,-0.4753,0.9894
0.8804,0.102799,0.485,-0.2628,1.1002
0.6845,0.077023,0.2953,-0.4922,0.7537
0.8371,0.105843,-0.1557,0.0265,0.9784
0.7916,0.074232,-0.0313,-0.1792,0.9733
1.1172,0.048396,0.5307,-0.2908,1.3344
0.7019,0.1057,-0.0874,0.2762,0.793
0.5006,0.064768,0.0744,0.3656,0.535
1.0006,0.077088,0.2592,-0.6512,1.0367
0.9469,0.093993,-0.4773,-0.043,0.8113
1.0867,0.031799,0.3216,0.6707,1.1363
0.8432,0.078206,-0.2132,0.0871,0.9396
0.988,0.022149,0.4281,0.0006,1.2603
0.921,0.065896,-0.2077,-0.0536,1.043
0.858,0.050266,-0.1907,-0.2273,0.9416
0.3711,0.027935,0.0887,-0.102,0.563
0.7017,0.059942,0.0441,-0.4785,0.7198
0.8779,0.054572,0.7241,-0.377,0.9521
1.0675,0.050696,0.8725,0.3088,1.1306
0.9878,0.107723,0.4619,0.1035,1.25
0.395,0.017281,0.4602,0.0918,0.632
0.7965,0.037083,-0.1915,0.087,0.8968
0.5824,0.027931,0.4907,0.0905,0.8249
0.9354,0.106281,0.912,0.2787,0.9359
0.5645,0.077344,0.4767,-0.4581,0.5587
0.9637,0.071326,0.4724,0.4933,1.0919
1.0094,0.04342,0.4594,0.1807,1.2614
0.4739,0.104049,0.6134,-0.355,0.233
0.8273,0.104266,0.5011,-0.6608,0.7348
0.1385,0.051997,0.3975,0.105,0.2772
0.5686,0.088626,0.7994,-0.1296,0.5283
0.9406,0.117891,0.0178,-0.2485,1.1399
0.8577,0.095255,1.1065,0.02,0.5853
0.7763,0.087118,-0.3923,-0.3241,0.38
0.8691,0.063762,0.6041,0.4866,0.9365
0.8381,0.108656,-0.4274,-0.0893,0.6767
1.0519,0.055474,0.0209,-0.0206,1.2925
0.8291,0.120926,0.201,0.3995,1.0001
0.6747,0.110371,0.3795,-0.6446,0.4583
1.0652,0.054584,0.2934,-0.3436,1.2875
1.0385,0.071892,0.2201,-0.6449,1.088
0.8892,0.086215,-0.3845,0.1149,0.8297
0.9807,0.068998,0.7417,0.2859,1.111
1.1498,0.017724,-0.1337,0.0384,1.3421
0.9937,0.06795,0.7921,0.1107,1.1393
1.0936,0.050479,0.0708,0.5134,1.2178
0.7847,0.025624,0.373,-0.3808,0.9617
0.8703,0.09126,0.1321,0.4932,0.9772
1.0786,0.012738,0.9517,-0.2763,1.0974
0.7644,0.083203,0.7706,0.166,0.8637
1.0937,0.035854,0.516,0.5907,1.1772
0.3015,0.081795,0.4889,0.2101,0.1627
1.0103,0.089016,-0.1643,0.3476,1.1052
0.4608,0.06166,0.6776,-0.1452,0.5081
0.5406,0.132435,0.1424,0.515,0.3301
1.1374,0.035222,0.214,-0.1983,1.3959
0.5535,0.033455,0.661,0.0162,0.7037
1.0154,0.078911,0.6873,-0.3253,1.162
0.9315,0.121458,0.4225,-0.4659,1.077
0.8284,0.050706,0.7638,0.1883,0.9442
0.6252,0.065481,0.5199,-0.2691,0.8009
0.7559,0.055814,0.2595,0.1829,1.0125
1.0489,0.094208,0.5073,-0.0537,1.3077
0.9441,0.046167,0.0995,-0.3388,1.1362
0.9598,0.060341,0.8547,0.0492,1.0655
1.0693,0.006385,0.829,0.5081,1.0627
0.6478,0.146116,0.8664,0.286,0.4348
1.0897,0.019088,0.9821,0.0493,1.1327
1.1085,0.047467,0.1469,0.5338,1.2396
1.1079,0.037237,0.024,0.0275,1.3513
0.43,0.083074,-0.1013,0.1285,0.3401
0.9652,0.061568,-0.4538,-0.2262,0.8309
0.3601,0.073606,-0.0451,-0.0717,0.3194
0.2513,0.021189,0.4707,-0.087,0.447
0.8906,0.066569,-0.2097,-0.0362,1.0057
0.9241,0.051726,0.1802,-0.4747,1.0617
1.0732,0.077731,-0.0317,-0.131,1.2903
0.7926,0.113553,-0.3788,-0.0569,0.676
0.9703,0.056903,-0.0993,-0.6993,0.815
1.0344,0.075114,0.2686,-0.0131,1.3136
1.1138,0.008779,0.4859,-0.5831,1.2105
0.3818,0.025979,0.4646,0.2564,0.5157
0.4801,0.089576,0.4806,0.4487,0.27
0.2355,0.064297,0.5201,-0.0535,0.2011
0.352,0.024466,0.4629,0.2728,0.4401
1.0893,0.020785,-0.3648,0.0404,1.1381
0.5839,0.131049,0.8666,-0.0692,0.1359
0.9579,0.019221,0.4483,0.1187,1.2199
0.8022,0.061042,-0.1907,-0.3002,0.8334
0.7623,0.087902,0.5777,0.5184,0.7699
0.7331,0.078648,0.386,-0.6823,0.5306
0.9516,0.063589,-0.1889,0.0922,1.0882
1.141,0.013429,-0.0731,-0.3292,1.3043
0.0597,0.044516,0.2638,-0.0235,0.2454
0.6444,0.099283,0.1177,-0.6111,0.2141
0.6446,0.117277,0.5902,0.5721,0.3749
0.537,0.02965,0.6586,0.0003,0.6843
0.7007,0.064055,-0.3099,-0.0751,0.6066
0.7695,0.08422,-0.1346,0.3702,0.7929
1.1017,0.055673,-0.1663,0.0619,1.2739
0.4376,0.087412,0.131,0.3806,0.4133
1.052,0.056105,0.8218,-0.43,1.0882
0.7561,0.115156,0.8756,-0.4026,0.5677
0.92,0.043674,1.0524,0.4027,0.6369
0.9392,0.106889,1.0251,0.1378,0.8676
0.9432,0.110198,-0.1842,0.0782,1.0826
1.0126,0.09827,0.6506,-0.191,1.2122
1.0368,0.065127,0.831,-0.219,1.1458
1.1132,0.036108,0.6337,-0.4392,1.2478
0.4085,0.092107,-0.1012,0.0168,0.241
0.8272,0.047127,0.7457,0.339,0.8937
0.8264,0.10905,0.3141,-0.7264,0.6704
0.757,0.060567,0.6335,0.5388,0.7006
0.8415,0.089753,0.0748,-0.0836,1.0849
0.7946,0.087169,1.0391,0.0896,0.5716
1.0722,0.056695,-0.1148,-0.4178,1.1728
0.8746,0.147194,0.096,-0.6468,0.8281
0.944,0.023378,0.2249,0.0224,1.2203
0.4026,0.011351,0.2367,-0.1432,0.6493
1.0574,0.063917,0.8479,-0.1222,1.179
0.899,0.074827,-0.4234,-0.3385,0.6819
0.7459,0.118136,0.2541,0.698,0.5431
0.9858,0.014788,0.2234,0.0476,1.2614
0.8873,0.04745,0.0445,0.4668,0.9893
0.6759,0.116927,-0.3221,0.1432,0.4885
0.9077,0.085598,0.2184,0.6625,0.8964
0.4981,0.041874,0.4785,-0.3623,0.5722
0.9249,0.049844,0.4246,0.4515,1.0793
0.3606,0.110463,0.0649,0.2003,0.0968
1.0141,0.061976,1.0327,0.2569,0.9377
0.6588,0.048826,0.6365,0.3466,0.733
0.83,0.088557,-0.3304,-0.4875,0.4956
1.0567,0.040865,0.0559,0.1298,1.2998
0.8578,0.083919,0.715,-0.496,0.8419
0.9498,0.059966,0.6755,-0.0111,1.1534
0.7831,0.103546,-0.3338,0.1603,0.709
0.8753,0.099465,0.4923,0.4604,1.0024
1.1253,0.028526,0.4217,0.11,1.3939
0.8588,0.100085,-0.3637,0.1594,0.7994
0.9422,0.110369,0.1277,0.6703,0.9229
1.0031,0.070926,-0.0675,-0.4324,1.1039
0.6976,0.118134,0.8769,-0.3523,0.452
0.7597,0.104252,0.8483,-0.2322,0.7526
0.3891,0.074922,0.2098,0.3555,0.4191
0.9574,0.026328,0.1347,0.0781,1.2197
0.5516,0.081528,-0.2216,-0.0169,0.4508
0.7673,0.071604,0.247,0.1312,1.0346
0.8478,0.075335,0.4278,-0.6327,0.8253
0.7508,0.11609,0.6047,0.6378,0.546
1.0193,0.105974,-0.1662,0.1263,1.1769
0.5665,0.057002,0.6935,-0.0413,0.6874
0.673,0.069494,-0.2318,0.0833,0.6815
0.8889,0.11046,-0.3542,0.1844,0.8513
0.4545,0.099486,0.2789,0.4576,0.2992
1.0928,0.048651,0.7602,0.1034,1.2674
0.8402,0.100948,-0.4138,-0.1019,0.7063
1.1526,0.031039,0.1916,0.1876,1.4125
0.8542,0.105779,-0.4545,-0.1977,0.6206
0.2953,0.020725,0.4933,-0.0343,0.502
0.8833,0.086046,0.9389,-0.4913,0.6401
1.1703,0.012258,0.333,0.1869,1.4355
0.6328,0.132352,-0.078,-0.4823,0.4182
0.2242,0.017844,0.1567,0.0326,0.448
0.9208,0.08181,0.7623,0.5375,0.8732
0.2833,0.022193,0.3187,0.178,0.5031
0.4239,0.015787,0.5116,0.0362,0.6474
0.7083,0.0706,-0.0648,0.3854,0.7507
0.8468,0.066054,-0.1037,-0.3543,0.9309
0.8329,0.0865,0.804,0.2849,0.8828
1.0644,0.028893,0.4538,-0.1033,1.3281
1.1202,0.035083,0.4885,0.5082,1.2629
0.7402,0.082075,0.0008,-0.2463,0.9079
1.1718,0.019863,0.4854,-0.1351,1.4291
0.7486,0.068282,0.9422,-0.0696,0.6616
0.732,0.080052,-0.0582,0.0419,0.9159
0.9435,0.115141,-0.0232,0.0878,1.1615
1.0654,0.078019,0.9066,0.1349,1.1477
0.9846,0.040224,-0.1131,-0.7082,0.8178
0.9727,0.091569,0.9076,-0.0912,1.0356
1.0771,0.058147,0.6681,-0.2316,1.2653
0.8614,0.087396,0.6474,0.7216,0.609
1.0132,0.045507,1.0625,0.2164,0.9155
0.8045,0.08956,0.4643,0.2423,1.0312
1.1712,0.015124,0.2851,0.2681,1.4209
0.5919,0.05989,0.217,0.3338,0.7641
0.8505,0.022297,-0.0897,0.7416,0.4402
0.4417,0.085788,0.6575,-0.2202,0.4167
0.9924,0.081021,0.5288,-0.671,0.9712
1.1858,0.002431,0.4209,0.0297,1.4596
1.1013,0.062756,0.3684,-0.2176,1.3567
1.0668,0.030918,-0.2948,0.4021,1.0693
1.0168,0.068733,0.9868,-0.2201,0.9978
0.6919,0.080582,0.0211,-0.4337,0.7359
0.5774,0.088002,-0.1447,-0.2543,0.5382
0.9204,0.075595,-0.2105,0.0027,1.0442
0.6975,0.054177,0.154,0.1062,0.9539
0.6717,0.085173,-0.1865,-0.2243,0.6799
0.3775,0.06867,0.1875,-0.3532,0.3204
0.7494,0.068234,0.905,-0.2918,0.613
1.0008,0.065562,0.3842,0.5778,1.096
1.0649,0.052113,0.1692,-0.3182,1.2861
1.0291,0.055213,0.085,-0.4189,1.1926
0.5372,0.054139,0.6789,-0.1879,0.6117
1.0938,0.055847,0.7686,0.3619,1.2025
0.8152,0.050407,0.6999,-0.6992,0.3892
0.123,0.030623,0.2444,0.0956,0.3383
0.2446,0.034828,0.0841,-0.0501,0.3758
1.0213,0.09803,0.8105,0.3862,1.0793
0.936,0.083846,-0.4057,-0.2803,0.8221
1.0204,0.07256,0.9127,-0.2094,1.0695
0.9468,0.083948,0.2676,0.7562,0.8541
0.5957,0.065531,-0.134,-0.2067,0.6262
0.7435,0.060356,0.1589,0.0426,1.0085
0.435,0.03613,0.498,0.1886,0.622
0.4898,0.068824,0.4069,0.431,0.4962
1.0322,0.055024,-0.1653,0.5527,1.0188
0.7592,0.072685,0.7335,-0.0069,0.9049
0.4639,0.043054,-0.0866,-0.1144,0.5033
1.0913,0.024185,0.5019,0.6342,1.1485
0.6123,0.070563,-0.2897,0.1141,0.3904
1.0986,0.049156,0.2694,-0.5318,1.2385
0.7689,0.088525,0.0218,-0.3272,0.9145
1.1145,0.013507,0.8047,-0.3479,1.2106
1.1543,0.015656,0.226,-0.0214,1.4315
0.7334,0.055468,0.5314,0.2232,0.9414
0.6144,0.057229,0.3338,0.4493,0.7023
0.9838,0.089097,-0.1266,0.1287,1.1566
1.0763,0.090104,0.3003,0.2294,1.3324
0.2889,0.0458,0.1829,0.2387,0.399
0.9931,0.104704,0.1456,0.2742,1.2227
0.8108,0.072465,0.7171,-0.0215,0.9763
0.5975,0.116939,-0.0534,0.4821,0.2359
0.5695,0.055635,-0.0976,-0.1953,0.6329
0.8196,0.103704,0.9435,0.0792,0.7853
0.7595,0.051324,-0.0285,0.5368,0.7085
0.7693,0.100025,0.8046,-0.1153,0.8504
0.7118,0.129376,0.0021,0.5676,0.5946
0.5486,0.076316,0.7433,-0.1869,0.5447
1.0578,0.04602,0.1221,0.207,1.3024
1.0691,0.044788,0.456,0.0475,1.3371
1.049,0.074278,0.8297,0.256,1.1511
0.9787,0.051515,0.3443,0.3512,1.1941
0.978,0.081047,0.0676,0.4602,1.1127
1.004,0.106276,0.1644,0.3998,1.1923
0.8879,0.058786,0.3297,-0.8292,0.585
0.7493,0.072447,0.6131,0.4698,0.7781
1.1838,0.003715,0.2744,-0.0476,1.4623
0.3108,0.105308,0.3789,-0.2426,0.1074
0.929,0.04283,0.5344,0.5414,1.0035
0.9444,0.078294,0.7086,-0.6155,0.8675
0.6287,0.120088,-0.3025,-0.1403,0.2374
0.7581,0.067125,0.1556,0.3366,0.9448
1.0405,0.057878,-0.0203,0.6058,1.0638
0.7464,0.103158,0.858,0.3533,0.6458
0.633,0.067565,0.0447,0.4421,0.6552
1.0104,0.092198,-0.2107,-0.1491,1.133
1.0258,0.10559,0.5705,0.1064,1.2666
0.9085,0.018309,0.5149,-0.1565,1.1497
0.8545,0.083864,0.1379,-0.4834,0.9597
0.3487,0.05673,0.4815,0.2962,0.3649
0.7206,0.067247,0.5644,0.4877,0.7503
0.1649,0.038018,0.2496,0.1547,0.319
0.9062,0.059764,-0.1903,-0.1114,1.0275
1.0136,0.070799,-0.2207,0.2017,1.1221
0.9448,0.080069,0.0632,-0.7699,0.7608
0.3825,0.033119,0.5993,0.0226,0.5277
0.8438,0.077049,-0.0349,0.2369,1.0153
0.902,0.097354,-0.156,0.225,1.0216
0.9096,0.016418,-0.461,-0.365,0.5933
1.0063,0.077392,0.6685,0.6195,0.9914
0.393,0.0202,0.406,-0.1826,0.6109
0.3273,0.031502,0.038,0.1469,0.3985
0.9998,0.036637,-0.3811,-0.4195,0.8662
1.1077,0.042475,0.0143,-0.2009,1.3278
0.5097,0.101456,-0.0286,-0.2967,0.5142
0.9851,0.024251,0.1235,-0.0223,1.2472
0.7251,0.073666,-0.1134,-0.1129,0.8578
0.9773,0.027964,0.2479,0.214,1.2329
0.6494,0.100748,-0.2616,-0.2444,0.4653
0.5229,0.038495,0.6231,-0.1013,0.6836
1.0483,0.057875,0.8026,-0.4768,1.0687
1.0075,0.064786,0.1408,-0.2862,1.2297
0.7792,0.075508,0.1375,-0.5329,0.8166
1.1312,0.032686,0.4704,0.3197,1.3546
1.0977,0.046554,0.083,0.3835,1.2857
0.2342,0.050302,0.2628,-0.2232,0.3004
0.4147,0.038322,0.1282,-0.2614,0.5412
0.7846,0.051644,0.8382,-0.1521,0.8367
0.8955,0.069707,0.6957,-0.2145,1.0567
0.9701,0.024298,0.3435,0.009,1.2494
0.9893,0.114073,-0.0951,-0.4116,1.0812
0.5875,0.113678,0.105,-0.5377,0.3731
1.0989,0.033929,0.1402,0.6017,1.1878
1.0617,0.039189,0.668,0.6225,1.0656
0.6761,0.061822,0.0446,-0.2584,0.8438
0.9882,0.112726,0.5703,0.0313,1.2325
0.667,0.064568,-0.1584,0.2745,0.6733
0.6908,0.056351,0.551,0.1319,0.9142
0.542,0.035281,0.6038,0.1628,0.7063
1.017,0.068697,0.7446,-0.6016,0.9693
0.6081,0.141051,-0.273,-0.173,0.2852
0.9395,0.012599,1.1168,0.281,0.6713
0.8628,0.068926,0.822,-0.2646,0.9183
0.8001,0.070013,-0.068,0.2429,0.945
1.0211,0.048343,0.3097,-0.3292,1.2446
0.6494,0.043131,0.0949,-0.0261,0.8925
0.5813,0.120839,-0.2411,-0.1383,0.1561
1.085,0.086334,0.5695,0.3723,1.2672
0.697,0.095659,0.7123,-0.0158,0.8475
1.1439,0.034446,0.4131,-0.366,1.3568
0.7313,0.053067,0.3061,-0.5126,0.796
0.4736,0.073238,0.4352,0.4242,0.4615
0.5106,0.1227,-0.0248,-0.3536,0.1359
1.1494,0.015325,0.756,0.0649,1.337
0.8228,0.091259,0.9709,0.3961,0.5725
0.8715,0.10789,-0.1934,-0.2017,0.9618
0.921,0.026378,0.6035,-0.0464,1.1508
0.4754,0.087301,0.3956,0.457,0.4009
0.8243,0.081815,0.1671,0.2559,1.0525
0.623,0.057844,0.2142,-0.2893,0.8207
0.8247,0.101921,0.1138,-0.1984,1.055
0.5745,0.070604,-0.1878,0.1665,0.521
0.9056,0.066387,0.1426,0.3841,1.0859
0.2501,0.043108,0.0627,-0.0358,0.3026
0.8359,0.040546,0.3698,-0.4669,0.9667
0.8373,0.121243,0.6368,-0.5217,0.8413
1.1187,0.060643,0.1206,0.1416,1.3744
0.5193,0.013656,0.1526,0.2345,0.7193
0.8029,0.044529,0.8068,-0.2308,0.8632
0.7976,0.118818,-0.0784,-0.3431,0.8841
0.7007,0.071686,0.2805,0.3869,0.8672
0.9213,0.091685,0.3422,-0.3147,1.1431
0.7154,0.0675,0.1612,0.5884,0.6678
0.9875,0.094347,0.3754,-0.4284,1.1645
0.9456,0.045544,0.8183,0.0534,1.0749
0.7681,0.067098,0.9566,0.1433,0.6682
0.2231,0.043064,0.228,-0.1856,0.3623
0.9767,0.036471,0.4884,-0.1212,1.2315
0.7259,0.055473,0.0622,-0.1656,0.9411
0.2008,0.039569,0.4241,0.1618,0.3303
0.699,0.095095,0.4646,0.363,0.86
0.855,0.056721,0.2858,-0.5604,0.9205
0.7823,0.052345,0.635,0.1057,0.9837
0.7471,0.07144,0.0951,-0.1255,0.984
0.8356,0.080511,0.7803,0.6551,0.5118
0.3346,0.070067,0.6279,-0.0862,0.3168
0.4276,0.044143,0.0609,0.3072,0.4552
1.0908,0.056902,-0.0737,-0.086,1.2977
0.5109,0.026452,0.1292,-0.2659,0.674
0.7085,0.064433,0.6497,0.174,0.8775
1.0285,0.063069,-0.1466,0.0236,1.2022
0.8316,0.083393,0.5267,-0.2765,1.0312
0.6123,0.064604,0.1144,-0.3691,0.7237
0.8353,0.03701,0.5685,0.3142,1.0113
0.768,0.073212,0.7522,-0.6211,0.2841
0.9667,0.086581,0.9238,-0.4517,0.8688
0.8181,0.072955,0.273,-0.6627,0.7504
0.912,0.090294,0.1109,-0.7145,0.8038
0.8262,0.069199,-0.0217,-0.3656,0.9402
0.9357,0.069079,0.1915,-0.8054,0.7318
0.5978,0.042202,0.2653,0.2325,0.8314
0.7341,0.044178,0.7314,0.1035,0.8719
0.9909,0.108664,-0.0202,0.3666,1.1423
0.4535,0.026669,0.3121,-0.3602,0.5481
0.6,0.065968,0.6227,-0.3104,0.6816
0.674,0.072914,0.7891,-0.2068,0.7019
0.9058,0.06432,-0.1854,0.0475,1.0383
0.8668,0.127885,0.1581,0.737,0.7202
1.1554,0.024179,0.4097,-0.3247,1.3826
1.0015,0.059583,0.1159,0.2974,1.2185
0.8225,0.092497,0.7319,-0.0304,0.9841
0.8602,0.045172,0.2809,-0.4291,1.0217
0.9223,0.075821,-0.2776,0.5664,0.7192
0.5581,0.058295,-0.019,-0.0968,0.7203
0.6638,0.061357,0.0634,-0.187,0.8661
1.0337,0.066755,0.7102,-0.5259,1.0702
0.6553,0.054832,0.6208,0.2972,0.7768
0.9244,0.083767,1.1036,-0.0276,0.7502
0.6045,0.119154,0.6814,-0.4205,0.4914
0.7476,0.10029,0.2693,-0.4539,0.8684
0.1364,0.06101,0.2441,0.112,0.2236
0.6302,0.059545,-0.1509,0.1902,0.67
0.4705,0.030703,0.5391,-0.1113,0.673
0.6615,0.053595,-0.1558,-0.1687,0.7179
0.8005,0.084013,0.7857,0.3865,0.7976
1.1574,0.017712,0.3013,-0.3897,1.3678
1.0784,0.081641,0.3961,0.0744,1.3526
0.9379,0.032765,0.5164,-0.2509,1.1579
0.3189,0.080956,0.6124,-0.0766,0.2302
0.5253,0.065138,0.7846,-0.029,0.4989
1.0621,0.058581,0.585,0.3993,1.2268
0.5495,0.077796,-0.0897,0.3807,0.3325
0.8512,0.054381,0.4295,-0.1176,1.1134
0.934,0.093066,-0.318,-0.3359,0.8829
0.475,0.033533,0.5731,-0.2298,0.5964
0.6982,0.063552,-0.0564,0.292,0.802
0.8154,0.050352,-0.1065,0.3411,0.8966
0.5779,0.028877,0.0954,-0.0729,0.8115
0.452,0.031034,0.6059,-0.1195,0.5964
1.0369,0.046049,0.0159,0.4872,1.1505
0.6931,0.054889,0.0106,-0.3194,0.8149
1.0806,0.040642,0.3145,0.1933,1.3442
1.0978,0.034198,0.1912,0.1553,1.3613
1.1415,0.015097,-0.1095,0.2513,1.3134
0.2954,0.051505,0.5505,0.1413,0.3808
0.8549,0.129477,-0.3018,-0.3728,0.7441
1.1784,0.007472,0.1448,-0.1507,1.4365
0.2273,0.078588,0.4469,0.1613,0.1893
0.599,0.080604,0.5756,-0.4221,0.6032
0.4958,0.032043,0.6414,0.0843,0.6387
1.0167,0.079045,1.0069,-0.1469,1.0029
0.7273,0.061389,-0.0743,0.097,0.8918
0.7445,0.076041,0.396,-0.4809,0.8367
0.9855,0.050646,0.3992,0.5635,1.0873
0.4734,0.047336,0.6007,-0.2433,0.557
0.8358,0.08847,0.178,0.2598,1.0655
0.8881,0.085875,0.6267,0.6633,0.7847
0.8314,0.020051,0.4472,0.6001,0.8444
1.0875,0.037689,0.9174,-0.2124,1.1541
1.1749,0.008965,0.5585,0.1371,1.4204
0.8319,0.087441,1.0496,-0.0066,0.6575
0.7953,0.079208,0.6941,-0.1293,0.9623
1.0695,0.04295,-0.3356,0.266,1.0933
1.1586,0.027046,0.5371,-0.0785,1.4126
0.6596,0.047566,-0.1078,-0.176,0.7586
0.5247,0.046746,-0.0775,-0.0057,0.6354
1.0718,0.065764,0.0322,-0.3066,1.2675
0.8951,0.073978,0.4213,-0.5757,0.9513
0.8298,0.120781,-0.2115,-0.5135,0.6658
0.7652,0.115164,0.9712,0.0419,0.6604
0.918,0.096812,-0.171,0.5344,0.8573
1.0904,0.033704,-0.1867,0.0294,1.2513
0.8973,0.055123,0.1927,0.474,1.0366
0.7058,0.098885,0.6885,0.2871,0.8038
1.1499,0.029808,0.2009,0.1873,1.4103
0.9255,0.104987,0.1628,0.1511,1.1823
0.3906,0.023495,0.0616,0.0222,0.5824
1.1456,0.034934,0.464,0.0626,1.4136
0.8893,0.080561,-0.1806,0.6305,0.6816
0.6707,0.052581,0.0958,0.049,0.9147
0.9406,0.029897,0.3198,0.2573,1.1863
0.9439,0.093205,-0.1198,0.1072,1.1151
0.6761,0.056699,0.126,0.1627,0.9118
0.6566,0.14192,-0.043,0.5241,0.4772
1.1358,0.036055,0.5416,0.0481,1.3908
0.8402,0.036962,-0.0004,0.7736,0.4241
0.5259,0.083386,-0.1432,0.1001,0.5325
0.3136,0.032272,0.1489,0.1844,0.4823
0.8946,0.090255,0.9478,-0.3775,0.7746
0.9712,0.087108,0.728,-0.0123,1.1557
0.9302,0.102333,0.2514,-0.3698,1.1291
0.5422,0.070099,0.5046,0.4156,0.5756
1.028,0.054625,0.388,-0.0823,1.3011
0.6997,0.091216,-0.0429,0.4909,0.6415
0.6829,0.047825,0.4212,-0.4535,0.7728
0.7856,0.053351,0.4791,-0.4454,0.9002
1.0399,0.009509,0.8982,-0.4996,0.9715
0.6688,0.060574,0.434,-0.4422,0.7605
0.7074,0.08669,0.352,-0.454,0.816
0.3638,0.004466,0.1777,0.2974,0.4536
1.0221,0.053356,0.4993,0.5003,1.1538
0.729,0.154637,-0.3231,-0.2218,0.5647
0.5733,0.046709,0.5942,-0.348,0.6291
0.9372,0.032792,0.2286,-0.3149,1.157
0.7102,0.080327,0.8301,-0.126,0.7435
0.9574,0.036852,0.8004,0.3273,1.0357
0.8389,0.066424,0.3195,-0.3805,1.0247
0.8512,0.081834,-0.2998,0.1801,0.8495
0.9208,0.075143,0.8075,-0.632,0.7185
0.3995,0.038209,0.3315,0.3319,0.5093
0.7393,0.114068,-0.1263,-0.3738,0.7423
0.8646,0.083979,0.9579,0.3339,0.7467
0.7396,0.014203,0.6615,-0.4519,0.7414
0.6485,0.053098,0.0325,-0.037,0.8654
1.1228,0.02978,0.2782,0.4662,1.3035
0.1775,0.036696,0.4045,-0.1351,0.3295
0.5222,0.075018,0.4045,-0.4775,0.4531
